-1.524000000000000021e+00,-3.048000000000000154e-01,8.676199999999999468e-01
-1.371599999999999930e+00,-3.048000000000000154e-01,8.676199999999999468e-01
-1.371599999999999930e+00,-1.525910000000000100e+00,1.626090000000000035e-01
-1.524000000000000021e+00,-1.525910000000000100e+00,1.626090000000000035e-01
-1.524000000000000021e+00,-1.525910000000000100e+00,1.626090000000000035e-01
-1.371599999999999930e+00,-1.525910000000000100e+00,1.626090000000000035e-01
-1.371599999999999930e+00,-1.602109999999999923e+00,2.945909999999999918e-01
-1.524000000000000021e+00,-1.602109999999999923e+00,2.945909999999999918e-01
-1.524000000000000021e+00,-1.602109999999999923e+00,2.945909999999999918e-01
-1.371599999999999930e+00,-1.602109999999999923e+00,2.945909999999999918e-01
-1.371599999999999930e+00,-3.048000000000000154e-01,1.043600000000000083e+00
-1.524000000000000021e+00,-3.048000000000000154e-01,1.043600000000000083e+00
-1.524000000000000021e+00,-3.048000000000000154e-01,1.043600000000000083e+00
-1.371599999999999930e+00,-3.048000000000000154e-01,1.043600000000000083e+00
-1.371599999999999930e+00,8.428499999999999881e-01,3.810000000000000053e-01
-1.524000000000000021e+00,8.428499999999999881e-01,3.810000000000000053e-01
-1.524000000000000021e+00,8.428499999999999881e-01,3.810000000000000053e-01
-1.371599999999999930e+00,8.428499999999999881e-01,3.810000000000000053e-01
-1.371599999999999930e+00,1.584430000000000005e+00,3.810000000000000053e-01
-1.524000000000000021e+00,1.584430000000000005e+00,3.810000000000000053e-01
-1.524000000000000021e+00,1.584430000000000005e+00,3.810000000000000053e-01
-1.371599999999999930e+00,1.584430000000000005e+00,3.810000000000000053e-01
-1.371599999999999930e+00,1.584430000000000005e+00,2.285999999999999976e-01
-1.524000000000000021e+00,1.584430000000000005e+00,2.285999999999999976e-01
-1.524000000000000021e+00,1.584430000000000005e+00,2.285999999999999976e-01
-1.371599999999999930e+00,1.584430000000000005e+00,2.285999999999999976e-01
-1.371599999999999930e+00,6.043219999999999842e-02,2.285999999999999976e-01
-1.524000000000000021e+00,6.043219999999999842e-02,2.285999999999999976e-01
-1.524000000000000021e+00,1.584430000000000005e+00,2.285999999999999976e-01
-1.524000000000000021e+00,5.380500000000000282e-01,3.810000000000000053e-01
-1.524000000000000021e+00,8.428499999999999881e-01,3.810000000000000053e-01
-1.524000000000000021e+00,-3.048000000000000154e-01,1.043600000000000083e+00
-1.524000000000000021e+00,-1.602109999999999923e+00,2.945909999999999918e-01
-1.524000000000000021e+00,-3.048000000000000154e-01,8.676199999999999468e-01
-1.524000000000000021e+00,1.584430000000000005e+00,3.810000000000000053e-01
-1.524000000000000021e+00,6.043219999999999842e-02,2.285999999999999976e-01
-1.524000000000000021e+00,6.043219999999999842e-02,3.810000000000000053e-01
-1.524000000000000021e+00,-1.525910000000000100e+00,1.626090000000000035e-01
-1.371599999999999930e+00,-3.048000000000000154e-01,1.043600000000000083e+00
-1.371599999999999930e+00,-3.048000000000000154e-01,8.676199999999999468e-01
-1.371599999999999930e+00,5.380500000000000282e-01,3.810000000000000053e-01
-1.371599999999999930e+00,1.584430000000000005e+00,2.285999999999999976e-01
-1.371599999999999930e+00,1.584430000000000005e+00,3.810000000000000053e-01
-1.371599999999999930e+00,8.428499999999999881e-01,3.810000000000000053e-01
-1.371599999999999930e+00,-1.602109999999999923e+00,2.945909999999999918e-01
-1.371599999999999930e+00,-1.525910000000000100e+00,1.626090000000000035e-01
-1.371599999999999930e+00,6.043219999999999842e-02,2.285999999999999976e-01
-1.371599999999999930e+00,6.043219999999999842e-02,3.810000000000000053e-01
-1.524000000000000021e+00,6.043219999999999842e-02,2.285999999999999976e-01
-1.371599999999999930e+00,6.043219999999999842e-02,2.285999999999999976e-01
-1.371599999999999930e+00,6.043219999999999842e-02,3.810000000000000053e-01
-1.524000000000000021e+00,6.043219999999999842e-02,3.810000000000000053e-01
-1.524000000000000021e+00,6.043219999999999842e-02,3.810000000000000053e-01
-1.371599999999999930e+00,6.043219999999999842e-02,3.810000000000000053e-01
-1.371599999999999930e+00,5.380500000000000282e-01,3.810000000000000053e-01
-1.524000000000000021e+00,5.380500000000000282e-01,3.810000000000000053e-01
-1.524000000000000021e+00,5.380500000000000282e-01,3.810000000000000053e-01
-1.371599999999999930e+00,5.380500000000000282e-01,3.810000000000000053e-01
-1.371599999999999930e+00,-3.048000000000000154e-01,8.676199999999999468e-01
-1.524000000000000021e+00,-3.048000000000000154e-01,8.676199999999999468e-01
1.524000000000000021e+00,-1.525910000000000100e+00,1.626090000000000035e-01
1.371599999999999930e+00,-1.525910000000000100e+00,1.626090000000000035e-01
1.371599999999999930e+00,-3.048000000000000154e-01,8.676199999999999468e-01
1.524000000000000021e+00,-3.048000000000000154e-01,8.676199999999999468e-01
1.524000000000000021e+00,-1.602109999999999923e+00,2.945909999999999918e-01
1.371599999999999930e+00,-1.602109999999999923e+00,2.945909999999999918e-01
1.371599999999999930e+00,-1.525910000000000100e+00,1.626090000000000035e-01
1.524000000000000021e+00,-1.525910000000000100e+00,1.626090000000000035e-01
1.524000000000000021e+00,-3.048000000000000154e-01,1.043600000000000083e+00
1.371599999999999930e+00,-3.048000000000000154e-01,1.043600000000000083e+00
1.371599999999999930e+00,-1.602109999999999923e+00,2.945909999999999918e-01
1.524000000000000021e+00,-1.602109999999999923e+00,2.945909999999999918e-01
1.524000000000000021e+00,8.428499999999999881e-01,3.810000000000000053e-01
1.371599999999999930e+00,8.428499999999999881e-01,3.810000000000000053e-01
1.371599999999999930e+00,-3.048000000000000154e-01,1.043600000000000083e+00
1.524000000000000021e+00,-3.048000000000000154e-01,1.043600000000000083e+00
1.524000000000000021e+00,1.584430000000000005e+00,3.810000000000000053e-01
1.371599999999999930e+00,1.584430000000000005e+00,3.810000000000000053e-01
1.371599999999999930e+00,8.428499999999999881e-01,3.810000000000000053e-01
1.524000000000000021e+00,8.428499999999999881e-01,3.810000000000000053e-01
1.524000000000000021e+00,1.584430000000000005e+00,2.285999999999999976e-01
1.371599999999999930e+00,1.584430000000000005e+00,2.285999999999999976e-01
1.371599999999999930e+00,1.584430000000000005e+00,3.810000000000000053e-01
1.524000000000000021e+00,1.584430000000000005e+00,3.810000000000000053e-01
1.524000000000000021e+00,6.043219999999999842e-02,2.285999999999999976e-01
1.371599999999999930e+00,6.043219999999999842e-02,2.285999999999999976e-01
1.371599999999999930e+00,1.584430000000000005e+00,2.285999999999999976e-01
1.524000000000000021e+00,1.584430000000000005e+00,2.285999999999999976e-01
1.524000000000000021e+00,-3.048000000000000154e-01,1.043600000000000083e+00
1.524000000000000021e+00,-3.048000000000000154e-01,8.676199999999999468e-01
1.524000000000000021e+00,5.380500000000000282e-01,3.810000000000000053e-01
1.524000000000000021e+00,1.584430000000000005e+00,2.285999999999999976e-01
1.524000000000000021e+00,1.584430000000000005e+00,3.810000000000000053e-01
1.524000000000000021e+00,8.428499999999999881e-01,3.810000000000000053e-01
1.524000000000000021e+00,-1.602109999999999923e+00,2.945909999999999918e-01
1.524000000000000021e+00,-1.525910000000000100e+00,1.626090000000000035e-01
1.524000000000000021e+00,6.043219999999999842e-02,2.285999999999999976e-01
1.524000000000000021e+00,6.043219999999999842e-02,3.810000000000000053e-01
1.371599999999999930e+00,1.584430000000000005e+00,2.285999999999999976e-01
1.371599999999999930e+00,5.380500000000000282e-01,3.810000000000000053e-01
1.371599999999999930e+00,8.428499999999999881e-01,3.810000000000000053e-01
1.371599999999999930e+00,-3.048000000000000154e-01,1.043600000000000083e+00
1.371599999999999930e+00,-1.602109999999999923e+00,2.945909999999999918e-01
1.371599999999999930e+00,-3.048000000000000154e-01,8.676199999999999468e-01
1.371599999999999930e+00,1.584430000000000005e+00,3.810000000000000053e-01
1.371599999999999930e+00,6.043219999999999842e-02,2.285999999999999976e-01
1.371599999999999930e+00,6.043219999999999842e-02,3.810000000000000053e-01
1.371599999999999930e+00,-1.525910000000000100e+00,1.626090000000000035e-01
1.524000000000000021e+00,6.043219999999999842e-02,3.810000000000000053e-01
1.371599999999999930e+00,6.043219999999999842e-02,3.810000000000000053e-01
1.371599999999999930e+00,6.043219999999999842e-02,2.285999999999999976e-01
1.524000000000000021e+00,6.043219999999999842e-02,2.285999999999999976e-01
1.524000000000000021e+00,5.380500000000000282e-01,3.810000000000000053e-01
1.371599999999999930e+00,5.380500000000000282e-01,3.810000000000000053e-01
1.371599999999999930e+00,6.043219999999999842e-02,3.810000000000000053e-01
1.524000000000000021e+00,6.043219999999999842e-02,3.810000000000000053e-01
